ID,income,firstDate,lastDate,amount,freqSales,saleSizeCode,starCustomer,lastSale,avrSale,class
2890,4,9310,9511,0.33,4,D,X,8,6.33,0
2891,5,9302,9603,0.12,2,F,0,20,14.4,0
2892,6,9009,9512,0.15,2,F,0,20,14,0
2893,4,9202,9512,0.11,1,G,0,25,10,0
2894,4,9102,9512,0.37,4,D,X,3,2.16,0
2895,4,9602,9602,0.07,1,G,0,25,25,0
2896,0,8809,9601,0.3,3,D,X,5,3.05,0
2897,5,9102,9702,0.1,1,F,0,0,13.28,0
2898,0,9409,9504,0.08,1,F,0,20,16.5,0
2899,0,9401,9512,0.12,1,F,0,15,12.5,0
2900,0,9502,9602,0.2,4,E,X,10,10,0
2901,6,8809,9508,0.32,3,F,X,12,9.68,0
2902,2,9409,9511,0.12,1,F,0,20,16.25,0
2903,0,9510,9510,0.06,1,F,0,20,20,0
2904,4,9401,9504,0.17,1,F,0,20,18.4,0
2905,1,8608,9509,0.23,1,E,X,10,11.56,0
2906,0,9508,9602,0.13,3,E,0,10,8.33,0
2907,7,9001,9512,0.14,2,F,X,15,12.22,0
2908,6,9103,9512,0.09,1,F,0,20,15,0
2909,7,9104,9509,0.14,1,F,0,20,12.16,1
2910,0,8911,9512,0.35,3,F,X,6,8.91,0
2911,2,8701,9601,0.3,1,E,X,11,8.36,0
2912,1,9411,9601,0.16,3,E,0,10,10.5,0
2913,1,8704,9511,0.32,2,E,X,10,5.91,0
2914,0,9004,9602,0.13,1,F,0,20,12.62,0
2915,5,8702,9509,0.13,1,F,X,17,11.12,0
2916,5,9004,9601,0.18,2,E,X,10,9.63,0
2917,0,9510,9511,0.1,2,F,0,5,10,0
2918,0,9210,9601,0.2,4,D,X,8,6.22,0
2919,0,9411,9512,0.3,4,E,0,6,5,0
2920,5,9501,9601,0.26,2,G,0,25,22.5,0
2921,5,9509,9509,0.07,1,F,0,15,15,0
2922,0,9102,9601,0.11,1,G,0,50,49.16,0
2923,0,8612,9603,0.24,1,E,X,10,7.89,0
2924,5,9502,9512,0.09,1,F,0,20,20,0
2925,2,8911,9601,0.14,1,F,X,18,12.22,0
2926,1,9502,9603,0.13,2,F,0,11,10.33,0
2927,0,9401,9504,0.11,1,F,0,20,15,0
2928,5,8610,9508,0.18,3,E,0,8,7.07,0
2929,5,9310,9510,0.1,1,F,0,15,9,0
2930,4,9103,9512,0.21,4,D,X,7,5,0
2931,4,9202,9603,0.17,3,F,X,20,18,0
2932,1,9101,9601,0.43,2,E,X,11,7,0
2933,0,8805,9603,0.15,1,G,X,30,24.81,0
2934,2,9102,9611,0.2,2,E,X,23,10.2,0
2935,1,9601,9601,0.07,1,F,0,15,15,0
2936,7,9002,9601,0.12,1,F,X,15,13.57,0
2937,6,8808,9512,0.17,1,F,0,15,13.42,0
2938,7,9502,9512,0.1,1,F,0,20,12.5,0
2939,5,8902,9512,0.31,3,D,X,9,6.35,0
2940,0,8609,9511,0.36,4,D,X,5,2.66,0
2941,0,9505,9505,0.05,1,F,0,20,20,0
2942,5,8609,9511,0.28,3,E,X,12,9.14,0
2943,3,8612,9512,0.17,1,F,X,15,8.5,0
2944,5,9309,9603,0.27,4,D,0,5,4.7,0
2945,2,9409,9508,0.08,1,F,0,15,15,0
2946,6,9603,9603,0.11,1,F,0,15,15,0
2947,4,9004,9506,0.12,1,F,0,20,16.42,0
2948,4,8612,9512,0.38,4,E,X,10,7.36,0
2949,0,9401,9510,0.25,3,F,X,20,13.33,0
2950,5,8809,9508,0.12,1,F,X,20,14,0
2951,0,8809,9508,0.35,3,G,X,53,31.04,0
2952,6,8809,9601,0.32,4,D,X,5,5.85,0
2953,4,9510,9511,0.11,2,G,0,10,17.5,0
2954,7,9110,9602,0.24,1,F,X,15,6.8,0
2955,5,8704,9512,0.13,1,F,X,18,16.22,0
2956,0,8802,9512,0.26,4,E,X,10,9.66,0
2957,7,9202,9603,0.17,3,E,X,10,5.75,0
2958,1,9312,9512,0.09,1,F,0,20,12,0
2959,5,8907,9505,0.15,1,G,X,50,23.2,0
2960,1,9109,9512,0.34,3,F,X,14,8.42,0
2961,5,9301,9602,0.07,1,F,0,18,14.66,0
2962,5,9401,9603,0.13,1,G,X,25,13.2,0
2963,1,9207,9508,0.08,1,G,0,35,31.25,0
2964,3,8609,9512,0.18,2,E,X,10,8.61,0
2965,7,9401,9511,0.23,4,D,X,5,5.25,0
2966,3,9401,9511,0.12,2,F,X,20,12.75,0
2967,1,9301,9509,0.16,1,F,X,20,10.85,0
2968,0,9603,9603,0.11,1,F,0,15,15,0
2969,0,8702,9603,0.19,3,F,X,15,11.15,0
2970,3,9101,9509,0.16,2,G,0,25,16,0
2971,1,9012,9512,0.12,2,F,0,10,13.33,0
2972,0,9110,9504,0.08,1,F,0,18,13.33,0
2973,1,9402,9506,0.09,1,F,0,20,11.66,0
2974,0,8810,9512,0.14,1,F,0,20,14.9,0
2975,7,9501,9512,0.13,2,F,0,20,14.33,0
2976,2,8611,9507,0.21,1,F,X,21,15.17,0
2977,2,8610,9603,0.51,4,D,X,5,4.13,0
2978,0,9502,9512,0.1,1,F,0,3,9.66,0
2979,2,9501,9511,0.09,1,F,0,20,15,1
2980,4,9410,9509,0.11,1,G,0,27,12.66,0
2981,4,9009,9601,0.25,4,F,X,15,10.93,0
2982,0,9310,9601,0.33,3,F,X,5,10,0
2983,5,9401,9601,0.15,2,F,X,15,11,0
2984,5,9104,9510,0.13,2,G,0,30,18.12,0
2985,4,8702,9606,0.28,1,F,X,15,10.92,0
2986,7,9209,9603,0.34,4,F,X,15,10.17,0
2987,0,9510,9510,0.06,1,F,0,20,20,1
2988,0,9101,9504,0.13,1,G,X,50,29.12,0
2989,4,8902,9511,0.36,4,D,X,7,6,0
2990,0,8812,9603,0.14,2,F,0,25,12.5,0
2991,3,9601,9601,0.07,1,G,0,25,25,0
2992,6,9509,9509,0.06,1,F,0,20,20,0
2993,4,8709,9511,0.42,4,D,X,3,2.96,0
2994,0,8804,9512,0.31,2,E,X,5,5.65,0
2995,5,9509,9509,0.07,1,F,0,15,15,0
2996,3,9401,9603,0.17,2,F,X,15,8.2,0
2997,4,8803,9601,0.27,4,D,X,5,6.75,0
2998,3,8612,9601,0.3,1,E,X,10,6.66,0
2999,0,9001,9512,0.15,3,E,X,10,13.45,0
3000,0,8702,9601,0.25,1,F,X,20,7.93,0
3001,2,9104,9512,0.26,3,D,X,5,6.06,0
3002,5,9301,9510,0.14,2,F,0,17,8.5,0
3003,0,9506,9506,0.07,1,F,0,20,20,0
3004,4,9401,9512,0.09,1,F,0,20,13.33,0
3005,2,9210,9512,0.18,4,F,0,12,10,0
3006,2,9401,9602,0.23,2,F,X,18,10.55,0
3007,6,9309,9512,0.12,2,G,0,25,21.25,0
3008,1,9210,9603,0.13,2,F,0,16,8.8,0
3009,2,9002,9512,0.44,4,D,X,5,5.16,0
3010,4,8702,9512,0.36,1,E,X,11,6.29,1
3011,0,9409,9512,0.1,1,G,0,25,13,0
3012,1,8702,9602,0.16,2,F,0,10,8.81,0
3013,4,9602,9602,0.06,1,F,0,15,15,0
3014,5,9509,9512,0.11,2,G,0,4,14.5,0
3015,5,9009,9512,0.15,1,F,X,15,6.77,0
3016,3,9210,9603,0.33,4,E,X,10,8.68,1
3017,6,8911,9603,0.18,1,G,X,25,14.3,0
3018,0,9410,9602,0.12,2,F,0,15,10.33,0
3019,4,8704,9511,0.21,2,E,0,10,5.86,0
3020,1,8911,9601,0.2,2,F,0,6,10,0
3021,4,9101,9506,0.11,1,F,X,17,14.66,0
3022,2,9310,9512,0.14,3,E,0,10,6.99,0
3023,0,9505,9603,0.13,3,G,X,50,33.33,0
3024,0,8801,9511,0.23,2,E,X,10,6.31,0
3025,4,9202,9512,0.22,4,D,0,7,5,0
3026,6,9101,9601,0.18,3,E,0,14,11.1,0
3027,0,9006,9506,0.18,1,G,X,25,10.18,0
3028,4,9410,9509,0.3,4,F,0,11,10.22,0
3029,5,9401,9505,0.2,3,F,X,20,17,0
3030,5,9401,9505,0.18,1,F,X,15,11.5,0
3031,4,8608,9512,0.32,2,E,X,11,9.96,0
3032,2,9601,9601,0.07,1,F,0,20,20,0
3033,0,9102,9509,0.14,1,F,X,19,12.62,0
3034,3,9603,9603,0.09,1,F,0,15,15,0
3035,5,9401,9509,0.05,1,G,0,30,27.5,0
3036,0,9110,9512,0.09,1,F,X,20,17.4,1
3037,5,9205,9504,0.1,1,F,0,16,12.4,0
3038,4,9204,9603,0.2,3,E,0,7,6.1,0
3039,0,9509,9509,0.11,1,F,0,20,20,0
3040,3,9209,9512,0.61,4,E,X,10,9.46,0
3041,2,9601,9601,0.07,1,F,0,15,15,0
3042,2,8609,9504,0.28,1,E,X,10,5.7,0
3043,7,9602,9602,0.07,1,F,0,15,15,0
3044,0,9509,9601,0.11,2,F,0,20,17,0
3045,0,9009,9610,0.23,3,E,X,5,7.31,0
3046,5,9401,9511,0.19,3,E,X,5,6,0
3047,4,9602,9602,0.07,1,F,0,20,20,0
3048,5,8609,9601,0.23,1,E,X,13,5.76,0
3049,0,8810,9603,0.32,4,F,X,10,8.25,0
3050,5,9502,9603,0.13,2,F,0,20,13.33,0
3051,4,8803,9506,0.37,3,D,X,5,5,0
3052,4,9012,9508,0.29,1,E,X,10,8.33,0
3053,0,9110,9511,0.37,2,G,X,26,16.88,0
3054,0,9209,9506,0.07,1,F,0,15,10,0
3055,7,9510,9510,0.06,1,F,0,20,20,0
3056,0,9510,9510,0.07,1,F,0,15,15,0
3057,6,9510,9603,0.25,3,E,0,4,6.66,0
3058,1,9510,9510,0.06,1,F,0,20,20,0
3059,0,9110,9504,0.08,1,F,0,20,15,0
3060,5,9303,9510,0.12,1,G,X,25,7.6,0
3061,2,9010,9602,0.18,3,E,X,10,7.72,0
3062,4,9102,9510,0.11,1,F,0,20,10,0
3063,5,8611,9612,0.21,3,D,X,12,7.37,0
3064,0,9310,9602,0.27,4,D,X,8,5.1,0
3065,6,9401,9602,0.16,3,G,0,16,14.66,0
3066,0,9507,9507,0.06,1,G,0,25,25,0
3067,7,9311,9512,0.15,1,F,0,15,11.33,0
3068,6,9507,9507,0.07,1,F,0,20,20,0
3069,0,8911,9601,0.16,2,F,X,15,11,0
3070,5,9501,9603,0.13,2,F,0,5,10,0
3071,0,8608,9511,0.25,1,G,X,50,14.95,0
3072,0,9409,9508,0.16,1,G,0,35,27.5,0
3073,5,9409,9601,0.3,4,D,X,4,4.22,0
3074,5,8701,9602,0.17,2,E,X,10,7.33,0
3075,0,8701,9506,0.19,1,G,X,25,17,0
3076,4,9001,9511,0.22,3,D,X,8,5,0
3077,3,9502,9511,0.19,3,G,0,25,13.6,0
3078,5,9512,9512,0.12,1,F,0,20,20,0
3079,7,9401,9603,0.11,1,F,X,18,22.5,0
3080,6,9309,9603,0.18,1,F,X,15,8.14,0
3081,1,9411,9505,0.11,1,F,0,20,13.33,0
3082,4,8612,9602,0.57,1,E,X,10,7.36,1
3083,2,9001,9507,0.16,1,F,0,20,15.92,0
3084,7,9103,9503,0.07,1,F,0,20,14,0
3085,5,9002,9601,0.16,4,F,0,20,12.45,0
3086,0,9506,9603,0.08,2,F,0,10,12,0
3087,0,8702,9702,0.18,2,E,0,10,8.41,0
3088,7,9205,9509,0.16,1,F,X,15,7.87,0
3089,0,9510,9602,0.15,3,E,0,12,10.66,0
3090,7,9301,9601,0.12,2,F,0,20,10.4,0
3091,4,9103,9511,0.36,2,E,X,11,6.53,0
3092,0,9404,9512,0.18,3,E,0,10,9.83,0
3093,5,9005,9601,0.18,2,G,X,25,12,0
3094,5,9510,9510,0.06,1,F,0,20,20,0
3095,1,9008,9601,0.18,2,E,0,10,11.36,0
3096,5,9309,9602,0.15,3,E,0,10,7.6,0
3097,1,8710,9509,0.21,1,E,X,10,8.2,0
3098,5,9401,9602,0.12,1,G,X,25,19,0
3099,4,9309,9511,0.11,2,F,0,14,12.25,0
3100,1,8608,9512,0.18,3,E,0,10,5.8,0
3101,0,9001,9509,0.21,1,E,X,12,9.23,0
3102,0,8608,9509,0.17,1,G,X,30,17.16,0
3103,0,9503,9603,0.33,3,E,0,5,6.66,0
3104,0,9310,9507,0.22,3,F,X,18,13.87,0
3105,5,8811,9505,0.16,1,G,X,35,21,0
3106,5,8704,9504,0.09,1,F,X,18,17.25,0
3107,0,9302,9511,0.11,1,F,0,20,8.5,0
3108,0,9309,9612,0.1,1,F,0,10,12.14,0
3109,6,9111,9603,0.19,1,G,X,25,12.36,0
3110,7,9510,9603,0.18,3,E,0,11,7,0
3111,0,9312,9601,0.11,2,G,0,20,14.25,0
3112,4,9411,9511,0.12,2,F,0,15,15,0
3113,4,8904,9603,0.13,3,E,0,10,7.5,0
3114,7,9002,9602,0.2,2,E,X,11,7.3,0
3115,5,9210,9505,0.12,1,G,0,50,35.83,0
3116,7,9601,9601,0.07,1,F,0,20,20,0
3117,4,8803,9511,0.13,1,F,0,20,12,0
3118,3,9409,9603,0.19,3,E,0,9,9.2,0
3119,3,9506,9511,0.09,2,F,0,20,15,0
3120,2,8608,9508,0.27,4,E,X,11,7.29,0
3121,3,9001,9602,0.16,2,E,X,13,8,0
3122,0,9409,9505,0.14,2,F,0,15,11.25,0
3123,4,8902,9506,0.15,1,F,0,15,7.22,0
3124,2,9603,9606,0.1,1,F,0,10,12.5,0
3125,2,9506,9506,0.06,1,F,0,20,20,0
3126,5,9506,9512,0.09,2,G,0,25,22.5,0
3127,0,9501,9512,0.23,4,D,X,8,6.16,0
3128,5,9310,9512,0.25,4,E,X,5,8.4,0
3129,2,9507,9603,0.16,3,E,0,5,7,0
3130,6,8809,9504,0.15,1,F,X,19,13.25,0
3131,2,8505,9602,0.23,1,F,X,26,14.05,0
3132,0,8609,9510,0.27,3,E,X,5,7.28,0
3133,4,9301,9505,0.28,1,E,X,13,10.25,0
3134,4,8803,9512,0.16,3,E,X,12,8.5,0
3135,1,8909,9511,0.17,1,E,X,12,11.9,0
3136,1,9410,9603,0.09,1,F,0,15,10,0
3137,3,9401,9603,0.12,2,F,0,10,9.25,0
3138,6,9602,9602,0.07,1,G,0,50,50,0
3139,2,9602,9602,0.06,1,F,0,20,20,0
3140,0,9309,9603,0.17,3,E,0,10,8.66,0
3141,4,8909,9603,0.15,2,E,X,10,10,0
3142,2,9203,9512,0.21,4,F,0,15,8.2,0
3143,1,9410,9512,0.09,1,F,0,15,10,0
3144,0,9402,9601,0.23,3,E,X,5,6.37,0
3145,5,8702,9508,0.19,1,F,X,20,15.13,0
3146,5,9103,9610,0.1,1,G,0,44,22.5,0
3147,3,9509,9602,0.16,3,E,0,10,8.33,0
3148,3,8803,9504,0.15,1,F,0,15,11.09,0
3149,1,9602,9602,0.07,1,F,0,20,20,0
3150,5,9309,9512,0.14,2,F,0,15,11.4,0
3151,5,9302,9508,0.12,1,F,0,20,22,0
3152,0,9301,9511,0.55,3,E,0,6,9.9,0
3153,2,9301,9504,0.11,1,F,0,20,12.6,0
3154,7,9507,9507,0.06,1,G,0,25,25,0
3155,6,8909,9512,0.32,2,E,X,10,5.64,0
3156,1,9512,9512,0.08,1,F,0,20,20,0
3157,4,8610,9512,0.18,2,E,0,9,7.09,0
3158,4,9501,9512,0.09,1,F,0,15,12.5,0
3159,1,8608,9512,0.2,3,E,X,10,7.5,0
3160,5,9410,9508,0.1,1,F,0,20,20,0
3161,0,8801,9510,0.16,1,F,X,15,14.08,0
3162,7,9501,9510,0.12,2,F,X,15,11.66,0
3163,5,9301,9511,0.13,1,F,0,15,7.8,0
3164,2,9103,9512,0.13,3,F,0,10,12.28,1
3165,7,8703,9512,0.12,1,G,X,25,12.14,0
3166,5,9401,9601,0.2,4,E,X,10,7.75,1
3167,0,9104,9511,0.13,1,F,0,20,15.16,0
3168,0,9109,9512,0.25,2,F,0,14,8.4,0
3169,5,8609,9512,0.27,4,F,X,21,11.95,1
3170,4,9203,9511,0.11,1,F,0,15,8.8,0
3171,0,9509,9509,0.08,1,F,0,15,15,0
3172,1,8910,9701,0.15,3,E,0,5,5.72,1
3173,2,9401,9701,0.21,3,F,X,25,15,0
3174,0,9506,9506,0.05,1,G,0,25,25,0
3175,0,9003,9512,0.11,1,F,X,15,12.16,0
3176,1,8802,9510,0.19,2,G,X,25,18.42,0
3177,3,9003,9507,0.14,1,F,X,20,10,0
3178,0,9509,9509,0.06,1,F,0,20,20,0
3179,0,8806,9602,0.15,1,G,0,30,11.73,0
3180,6,9510,9510,0.06,1,F,0,20,20,0
3181,2,9309,9601,0.21,3,E,0,10,8.5,0
3182,7,9009,9511,0.1,1,F,0,15,11.2,0
3183,6,9409,9602,0.13,2,F,0,10,12.5,0
3184,0,9506,9602,0.2,2,F,0,20,12.5,0
3185,5,9401,9505,0.05,1,G,0,50,37.5,0
3186,5,9101,9508,0.09,2,F,0,10,12,0
3187,4,8703,9512,0.57,3,E,X,9,5.55,0
3188,6,9310,9701,0.14,2,F,0,15,17.33,0
3189,1,9409,9512,0.08,1,F,0,20,17.5,0
3190,7,9201,9601,0.11,3,G,0,50,29.5,0
3191,1,9103,9603,0.61,4,D,X,5,2.58,1
3192,7,9309,9504,0.06,1,F,0,21,13,0
3193,0,9210,9509,0.31,4,D,X,3,3.92,0
3194,2,8905,9601,0.15,1,F,X,20,13.55,0
3195,5,8703,9511,0.21,2,E,X,12,5.64,0
3196,5,9501,9505,0.08,1,G,0,30,27.5,0
3197,6,9103,9509,0.1,1,G,0,25,20.83,0
3198,0,9309,9601,0.15,3,E,0,9,7.66,0
3199,0,8704,9512,0.19,1,F,X,15,9.16,0
3200,7,9210,9512,0.2,3,E,0,10,7.75,0
3201,0,8803,9602,0.71,3,D,X,5,2.85,0
3202,0,9402,9510,0.07,1,G,0,30,25,0
3203,6,9308,9602,0.08,1,G,0,25,19,0
3204,1,8701,9509,0.29,1,E,X,14,8.26,0
3205,0,9104,9512,0.18,4,E,X,14,9.87,1
3206,6,9010,9511,0.23,2,F,X,16,12.78,0
3207,5,9104,9510,0.12,1,G,0,26,16.16,0
3208,5,9201,9512,0.11,1,F,0,15,11.2,0
3209,2,9509,9509,0.06,1,F,0,20,20,0
3210,2,9509,9602,0.17,3,E,0,10,10,0
3211,4,9004,9603,0.11,1,F,0,15,22.85,0
3212,1,9602,9602,0.08,1,F,0,15,12.5,0
3213,0,9104,9504,0.15,1,F,X,15,11.5,0
3214,7,8610,9512,0.22,2,F,X,19,11.65,0
3215,4,9406,9701,0.13,2,F,0,3,10.8,0
3216,4,8811,9512,0.21,4,D,X,5,5.16,0
3217,3,9507,9510,0.09,2,G,0,25,17.5,0
3218,2,9402,9603,0.3,4,E,X,7,6,0
3219,6,9002,9508,0.19,2,F,0,23,15.23,0
3220,0,8711,9601,0.3,3,D,X,5,4.02,0
3221,0,8902,9602,0.09,1,G,0,25,17.5,0
3222,5,9403,9512,0.09,2,G,0,25,16.4,0
3223,6,9502,9503,0.09,1,F,0,15,10,0
3224,5,8811,9512,0.26,2,F,0,20,18.75,1
3225,3,9104,9509,0.11,2,G,0,25,13.16,0
3226,7,9601,9601,0.07,1,F,0,15,15,0
3227,7,8801,9602,0.08,1,G,X,100,62,0
3228,7,8610,9603,0.23,2,E,X,11,5.6,0
3229,7,9012,9512,0.08,1,G,0,25,25,0
3230,6,8801,9507,0.17,1,G,X,27,16.23,0
3231,3,9509,9509,0.08,1,F,0,15,15,0
3232,2,9410,9512,0.08,1,G,0,27,16,0
3233,6,9110,9506,0.15,1,F,X,15,10.25,0
3234,0,9410,9512,0.11,2,F,X,20,12,0
3235,1,8704,9602,0.18,2,E,X,12,10,0
3236,7,9109,9512,0.17,3,G,0,25,15.11,0
3237,7,9301,9505,0.09,1,F,0,15,11,0
3238,5,9502,9509,0.11,2,F,0,20,14.66,1
3239,0,9411,9510,0.09,1,F,0,15,10,0
3240,7,9102,9512,0.14,1,G,0,29,20.25,0
3241,5,9301,9603,0.17,3,E,0,6,7.66,0
3242,5,9401,9512,0.29,2,F,X,15,9.4,0
3243,4,8609,9601,0.16,2,F,X,15,12.33,0
3244,0,9309,9603,0.21,3,E,0,11,7.75,0
3245,5,9310,9512,0.15,4,E,0,10,9.83,0
3246,4,9204,9510,0.11,2,F,0,15,9,0
3247,0,9510,9510,0.06,1,G,0,25,25,0
3248,5,8910,9606,0.16,3,E,0,10,8.2,0
3249,7,9602,9602,0.07,1,F,0,15,15,0
3250,7,9303,9601,0.09,1,G,0,25,13.33,0
3251,4,9409,9511,0.09,1,F,0,20,12.5,0
3252,0,9106,9601,0.15,2,F,X,15,9.28,0
3253,5,9301,9601,0.08,1,G,0,25,15.66,0
3254,0,9502,9506,0.09,1,F,0,20,15,0
3255,6,8705,9506,0.13,1,F,0,20,12.7,0
3256,6,9102,9611,0.13,3,F,X,10,9.75,0
3257,0,9502,9512,0.2,4,E,X,5,6.2,0
3258,0,9406,9507,0.1,1,F,0,15,10.33,0
3259,0,9401,9512,0.06,1,F,0,15,12.5,0
3260,1,9303,9512,0.12,1,F,0,20,11.2,0
3261,4,9302,9504,0.15,1,F,0,20,17.85,0
3262,3,9504,9602,0.1,2,F,0,20,15,0
3263,0,8909,9601,0.39,4,D,X,5,3.57,0
3264,0,9510,9510,0.06,1,G,0,25,25,0
3265,3,9402,9507,0.25,4,E,X,3,4.75,0
3266,6,9201,9603,0.23,4,E,0,8,7.61,0
3267,4,9401,9602,0.13,1,F,X,24,13.6,0
3268,5,9401,9512,0.14,2,G,0,20,20,0
3269,5,8608,9601,0.28,1,E,X,12,7.28,0
3270,1,9301,9512,0.21,1,F,X,15,9.4,0
3271,6,9001,9512,0.11,1,F,0,22,14,0
3272,0,9510,9510,0.06,1,F,0,15,15,0
3273,1,8611,9504,0.22,1,E,X,14,10,0
3274,1,9406,9603,0.32,4,D,X,3,2.77,0
3275,4,8702,9601,0.17,1,G,X,25,12.09,0
3276,7,9601,9603,0.13,2,F,0,10,15,0
3277,0,9602,9602,0.06,1,G,0,25,25,0
3278,0,9209,9510,0.1,1,F,0,15,8.75,0
3279,7,9401,9602,0.11,3,E,0,10,7.5,0
3280,3,9403,9505,0.07,1,F,0,15,10,0
3281,1,8701,9511,0.24,3,E,X,10,10,0
3282,0,9401,9602,0.21,3,F,X,20,15.62,0
3283,3,9202,9601,0.2,1,F,0,15,10.3,0
3284,6,9201,9509,0.14,2,F,0,18,11.28,0
3285,5,9002,9702,0.19,2,E,X,17,10.56,0
3286,5,9203,9508,0.11,2,F,0,20,12,0
3287,4,9109,9511,0.14,4,G,0,25,22.37,0
3288,5,9401,9702,0.24,2,F,X,10,11.58,0
3289,1,9001,9506,0.17,1,E,X,10,13.8,0
3290,2,9112,9511,0.11,1,F,X,15,14.66,0
3291,0,9506,9506,0.07,1,G,0,25,25,0
3292,3,9310,9511,0.15,2,F,X,16,11.83,0
3293,2,9104,9512,0.11,1,F,0,15,8.6,0
3294,3,9602,9602,0.07,1,F,0,20,20,0
3295,5,9401,9601,0.13,1,F,0,20,9.6,0
3296,3,9310,9603,0.12,1,F,0,20,9.5,0
3297,5,8801,9509,0.12,1,F,0,15,7.28,0
3298,4,9601,9601,0.07,1,G,0,30,30,0
3299,6,9409,9505,0.08,1,F,0,15,12.5,0
3300,0,8802,9510,0.14,1,F,X,19,8.1,0
3301,4,8710,9504,0.38,1,E,X,10,5.41,0
3302,5,8703,9603,0.25,3,E,X,8,6.23,0
3303,7,9501,9512,0.09,1,F,0,20,15,0
3304,4,9401,9602,0.22,4,E,X,11,8,0
3305,0,9502,9602,0.21,4,F,0,15,11.16,0
3306,4,9309,9510,0.09,1,F,0,15,11.66,0
3307,2,9004,9602,0.19,4,D,0,7,4.72,0
3308,2,8608,9508,0.15,1,G,0,25,15.81,0
3309,2,9302,9504,0.1,1,F,0,20,11,0
3310,3,8702,9512,0.26,1,E,X,12,7.12,0
3311,3,9102,9512,0.2,3,D,X,8,7.18,1
3312,4,9004,9601,0.26,3,F,X,14,10.63,0
3313,5,9501,9508,0.07,1,F,0,15,20,0
3314,0,9311,9512,0.1,1,F,0,23,17.5,0
3315,2,8901,9512,0.12,2,G,0,25,17.42,0
3316,7,8609,9511,0.27,1,E,X,10,12.75,0
3317,4,9602,9602,0.07,1,G,0,25,25,0
3318,3,8611,9601,0.3,4,D,X,5,2.53,0
3319,5,9011,9603,0.19,1,G,X,30,17.88,0
3320,6,9409,9508,0.06,1,G,0,25,25,0
3321,2,9111,9601,0.24,2,E,X,11,6.69,0
3322,4,9101,9511,0.45,4,D,X,7,5.5,0
3323,2,9310,9602,0.21,3,E,X,10,7.11,0
3324,3,8704,9603,0.18,3,E,0,8,6.9,0
3325,0,8801,9505,0.18,1,G,X,35,12.85,0
3326,2,9501,9511,0.09,1,F,0,16,13,0
3327,3,9507,9603,0.18,3,E,0,12,10.66,0
3328,1,9310,9602,0.23,3,E,X,11,8.44,0
3329,5,9412,9512,0.11,2,G,0,25,13.33,0
3330,0,9301,9612,0.21,4,F,X,10,8.87,0
3331,6,9309,9509,0.11,2,F,0,20,16.42,0
3332,0,8608,9512,0.33,3,E,X,10,7.33,0
3333,5,9210,9603,0.32,4,E,X,4,7.12,0
3334,5,8612,9508,0.13,1,G,0,50,25.55,0
3335,2,9510,9510,0.06,1,G,0,50,50,0
3336,3,9412,9505,0.08,1,G,0,30,27.5,0
3337,2,9401,9512,0.24,4,E,X,9,7,0
3338,0,9408,9509,0.1,2,F,X,20,11.66,0
3339,4,9410,9602,0.13,1,F,0,17,15.5,0
3340,2,9506,9603,0.15,3,E,0,10,10,0
3341,2,8612,9601,0.24,3,F,X,20,13.81,0
3342,0,9402,9512,0.12,1,F,0,20,10.25,0
3343,2,8612,9602,0.4,3,D,X,5,4.06,0
3344,7,9509,9509,0.05,1,G,0,30,30,0
3345,5,9309,9603,0.1,1,F,0,20,16.66,0
3346,0,9409,9512,0.17,3,E,0,5,7.6,0
3347,5,8709,9504,0.23,1,G,X,26,16.83,0
3348,1,8611,9512,0.31,3,E,X,12,8.04,1
3349,3,9501,9603,0.23,4,F,X,13,12,0
3350,2,8802,9612,0.16,1,G,X,13,12.61,0
3351,5,8703,9508,0.14,2,F,0,12,9.66,0
3352,5,8712,9512,0.3,3,E,X,10,8.39,0
3353,0,9404,9602,0.12,2,F,0,15,11.75,0
3354,6,8704,9512,0.23,2,E,X,10,8.53,0
3355,5,9201,9602,0.13,2,F,X,17,11.42,0
3356,2,8801,9512,0.24,2,F,X,15,8,0
3357,2,8812,9601,0.33,3,D,X,5,5.85,0
3358,2,9601,9602,0.08,1,F,0,5,10,0
3359,2,8612,9602,0.21,3,F,X,15,9.41,0
3360,4,9001,9512,0.22,2,E,0,10,6.61,0
3361,1,9601,9601,0.07,1,F,0,20,20,0
3362,2,9110,9508,0.36,3,E,X,11,12.09,1
3363,0,9109,9512,0.09,1,G,0,25,22,0
3364,1,9410,9602,0.11,2,F,0,7,10.66,0
3365,0,9103,9511,0.09,1,F,0,17,12,0
3366,0,9102,9504,0.11,1,G,0,30,24,0
3367,5,9301,9612,0.17,2,F,0,15,11.63,0
3368,4,9502,9609,0.12,1,F,0,25,16.66,0
3369,1,9001,9512,0.12,2,F,X,22,13.42,0
3370,4,9501,9511,0.12,1,F,0,20,10.33,0
3371,6,9209,9602,0.24,2,F,X,16,11.16,0
3372,6,8712,9512,0.22,1,E,X,12,7.33,0
3373,2,9402,9601,0.1,1,F,0,20,10.66,0
3374,0,9210,9612,0.15,2,F,X,100,29.18,0
3375,7,9010,9603,0.15,3,F,X,20,13.11,0
3376,0,9004,9511,0.22,3,F,0,13,18.92,0
3377,2,9010,9512,0.15,2,F,0,15,10.14,0
3378,5,8701,9512,0.22,2,E,X,10,7.06,0
3379,4,8911,9603,0.13,3,F,X,10,13.93,0
3380,7,9603,9603,0.09,1,F,0,15,15,0
