income,firstDate,lastDate,amount,freqSales,saleSizeCode,starCustomer,lastSale,avrSale,class
6,8701,9702,0.23,1,E,X,6,7.63,0
1,8704,9509,0.29,2,E,X,10,4.22,0
6,9201,9510,0.07,1,G,0,40,32.50,0
5,9404,9509,0.15,3,F,0,16,13.60,0
0,9202,9511,0.27,3,E,0,5,4.87,0
5,8611,9701,0.20,2,E,X,0,10.40,0
0,9109,9512,0.29,3,D,X,9,5.75,0
4,9601,9601,0.06,1,F,0,20,20.00,0
1,9001,9509,0.24,2,E,X,13,8.42,0
1,9401,9603,0.09,1,F,0,18,14.66,0
5,9311,9512,0.10,1,F,0,20,11.66,0
5,8809,9512,0.20,1,F,X,18,15.00,0
4,9509,9509,0.07,1,F,0,15,15.00,0
0,9504,9504,0.05,1,F,0,20,20.00,0
0,9501,9512,0.20,3,E,0,10,9.00,0
6,9502,9512,0.17,4,G,X,25,17.20,0
7,9301,9505,0.11,1,F,0,15,9.20,0
3,8707,9601,0.25,3,D,X,8,5.66,0
3,8801,9504,0.23,1,F,X,20,10.16,0
4,8809,9601,0.22,3,F,X,15,11.94,0
4,9301,9512,0.08,1,F,0,20,13.33,1
5,9201,9512,0.25,4,D,X,6,3.63,0
2,8902,9602,0.27,2,G,X,25,8.52,0
4,9401,9511,0.10,1,F,0,15,8.33,0
5,9401,9509,0.30,4,D,X,6,4.11,0
6,9105,9512,0.15,1,G,X,25,9.37,0
1,8609,9601,0.36,1,E,X,14,7.25,0
4,9408,9509,0.10,1,F,0,17,15.66,0
5,9301,9503,0.12,1,F,0,17,15.66,0
4,8704,9509,0.13,1,F,X,15,8.50,0
3,8609,9509,0.25,2,E,X,12,10.50,0
3,8809,9509,0.23,1,F,X,15,11.82,0
4,9009,9512,0.26,4,E,X,8,5.21,0
2,8812,9512,0.08,1,F,0,20,23.75,0
2,8901,9511,0.25,1,E,X,10,5.55,0
0,9602,9602,0.07,1,G,0,25,25.00,0
5,8901,9511,0.15,3,F,X,20,14.22,0
1,8608,9601,0.22,2,E,X,10,7.40,0
0,8810,9511,0.26,1,E,X,13,9.16,0
4,9509,9602,0.21,4,E,0,12,9.50,0
1,9601,9601,0.07,1,G,0,25,25.00,0
7,8608,9512,0.29,2,G,X,15,16.50,1
7,8808,9510,0.15,1,F,X,21,15.16,1
7,9506,9512,0.14,3,E,0,12,11.33,0
4,9403,9511,0.30,4,E,X,10,10.18,0
0,8710,9603,0.21,2,F,0,20,6.53,1
2,9506,9603,0.18,4,E,X,12,7.25,0
4,9102,9505,0.10,1,F,0,20,10.80,0
6,9206,9512,0.10,1,G,0,50,36.00,0
2,9506,9506,0.06,1,F,0,18,18.00,0
0,8610,9506,0.18,2,F,X,15,15.15,0
0,9509,9603,0.14,3,E,0,12,11.33,0
6,9202,9512,0.27,4,D,X,3,5.69,0
0,8610,9507,0.21,1,F,X,15,9.29,0
2,9202,9702,0.26,2,F,0,10,9.90,0
7,9101,9511,0.11,2,F,0,17,10.50,0
5,8710,9511,0.22,1,E,X,10,6.62,0
2,9109,9702,0.23,3,E,X,10,8.54,0
4,9301,9504,0.13,1,F,0,17,15.00,0
1,8809,9510,0.13,1,F,0,20,16.87,0
2,8608,9511,0.13,1,F,X,20,16.25,0
4,8911,9602,0.20,3,E,X,14,9.08,0
7,9310,9505,0.06,1,F,0,16,13.00,0
6,8701,9601,0.16,3,G,X,17,19.59,0
0,9601,9601,0.07,1,G,0,25,25.00,0
1,9103,9512,0.20,2,F,0,17,15.08,0
1,8608,9509,0.36,1,E,X,10,3.34,0
5,9409,9507,0.14,1,F,0,15,12.33,0
4,9201,9602,0.15,1,F,X,15,9.25,0
5,9412,9508,0.16,3,E,0,11,10.75,0
1,9003,9701,0.19,1,G,X,0,16.75,0
0,8704,9509,0.24,2,F,X,10,9.77,0
0,9410,9504,0.08,1,F,0,15,12.50,0
5,8810,9505,0.17,2,F,0,21,12.50,0
4,8610,9506,0.25,1,E,X,12,7.11,1
0,8909,9512,0.23,1,E,X,11,6.40,0
5,8802,9512,0.17,1,F,X,20,14.06,0
4,9011,9602,0.21,4,G,0,26,16.33,0
7,9409,9602,0.14,3,E,0,9,6.75,0
4,9410,9603,0.41,4,D,X,6,5.46,0
0,9209,9603,0.18,2,E,0,10,9.55,0
4,9511,9511,0.07,1,F,0,23,23.00,0
2,9010,9507,0.13,1,F,X,20,11.37,0
6,9103,9701,0.22,3,E,X,10,8.70,0
4,9507,9511,0.08,2,F,0,21,18.00,0
0,9201,9512,0.36,4,D,X,5,5.11,0
2,8701,9509,0.13,1,G,0,25,23.50,0
1,9110,9512,0.17,3,E,X,10,5.12,0
0,9209,9601,0.46,1,G,X,50,9.84,0
4,9003,9505,0.27,1,E,X,14,9.17,0
0,9410,9603,0.09,1,F,0,20,15.00,0
4,9301,9512,0.11,1,F,0,15,11.00,0
1,8610,9512,0.22,3,D,X,7,5.13,0
5,8702,9602,0.14,1,F,X,20,11.80,0
5,9601,9601,0.07,1,G,0,25,25.00,0
5,9112,9511,0.14,2,G,0,25,15.75,0
5,9501,9511,0.08,1,G,0,25,22.50,0
1,8801,9511,0.16,2,E,X,10,10.63,0
2,8610,9510,0.28,2,E,X,14,7.73,0
5,9410,9512,0.13,3,E,0,13,12.00,0
5,8910,9511,0.26,3,E,X,5,5.20,0
2,9010,9509,0.12,1,F,0,15,9.33,1
7,9510,9510,0.06,1,F,0,20,20.00,0
5,9501,9512,0.16,3,E,X,10,10.00,0
2,8909,9506,0.16,1,F,X,20,11.22,0
3,9210,9512,0.18,2,G,X,25,20.33,0
7,9202,9602,0.20,2,E,X,10,8.47,0
6,9407,9505,0.10,1,F,0,20,18.33,0
1,9304,9601,0.19,3,E,X,10,8.25,0
4,9602,9602,0.06,1,F,0,20,20.00,0
6,8801,9512,0.17,1,G,0,25,11.00,0
1,9401,9512,0.41,4,E,X,12,9.13,0
2,9301,9504,0.06,1,F,0,15,10.00,0
2,9401,9612,0.14,1,F,0,5,7.71,0
1,8611,9603,0.39,4,D,X,6,4.87,0
1,9510,9510,0.09,1,G,0,25,25.00,0
0,9309,9602,0.26,4,E,X,7,7.00,0
4,8701,9603,0.29,2,F,X,16,5.23,0
0,9401,9512,0.10,1,F,0,15,11.00,0
6,8804,9507,0.23,1,E,X,11,8.66,0
6,9401,9512,0.25,4,E,X,6,7.66,0
2,9202,9511,0.21,2,F,X,17,9.00,0
6,9501,9506,0.08,1,G,0,25,15.00,0
7,8609,9509,0.22,2,E,X,11,8.81,0
2,9210,9601,0.17,2,F,X,13,9.62,0
2,8909,9601,0.18,4,G,X,37,27.91,0
0,9204,9603,0.15,3,E,0,10,5.71,0
0,9309,9508,0.13,2,F,0,16,14.00,0
5,9001,9509,0.10,1,G,0,33,23.33,0
3,8901,9504,0.13,1,F,0,15,9.50,0
7,9509,9511,0.10,2,G,0,25,22.50,0
4,9101,9504,0.08,1,F,0,16,13.00,0
2,9411,9505,0.08,1,G,0,50,30.00,0
0,9002,9505,0.07,1,G,0,30,14.75,0
2,8702,9512,0.30,3,D,X,5,3.19,0
7,8910,9504,0.12,1,F,0,20,24.37,0
2,8610,9601,0.29,2,E,X,10,7.78,0
1,8803,9601,0.32,2,F,X,15,9.89,0
2,9111,9507,0.19,1,G,X,25,15.36,0
1,9601,9601,0.07,1,F,0,15,15.00,0
0,9102,9512,0.21,2,E,X,11,5.45,0
4,8909,9701,0.08,1,F,0,0,13.57,0
7,8702,9602,0.37,4,E,X,10,7.86,0
0,9402,9509,0.16,1,F,X,15,11.66,0
2,8701,9512,0.22,3,D,X,6,4.26,0
5,8801,9601,0.27,2,E,X,12,5.05,0
0,8903,9511,0.14,1,G,X,25,20.70,0
6,9302,9603,0.26,4,F,X,15,11.72,0
7,8801,9512,0.14,2,G,X,25,13.00,0
2,9406,9610,0.19,3,E,0,20,11.45,0
2,9009,9506,0.15,1,G,0,25,12.77,0
0,9310,9510,0.06,1,F,0,15,17.50,0
2,8809,9602,0.14,1,F,X,20,11.60,0
5,9412,9512,0.19,3,E,0,8,7.50,0
2,9407,9505,0.11,1,F,0,20,14.00,0
7,9602,9602,0.07,1,F,0,20,20.00,0
2,8703,9602,0.20,2,F,X,20,8.81,0
0,9409,9504,0.07,1,F,0,16,13.00,0
7,8801,9602,0.13,1,F,0,20,11.77,0
0,9511,9511,0.08,1,F,0,20,20.00,0
5,9401,9512,0.18,3,E,X,5,8.33,0
5,9301,9603,0.27,4,E,0,3,6.08,0
4,9602,9602,0.07,1,G,0,25,25.00,0
7,9009,9511,0.14,2,G,0,30,17.88,0
5,9403,9603,0.12,3,G,X,20,19.37,0
0,9409,9512,0.13,2,F,0,15,13.75,0
3,9011,9509,0.08,1,F,0,15,11.25,0
2,9106,9512,0.23,2,E,0,10,8.00,0
1,9205,9512,0.13,2,F,0,10,10.00,0
1,9011,9511,0.10,2,F,0,15,12.00,0
1,8909,9512,0.16,3,F,0,5,9.00,0
0,9509,9509,0.09,1,F,0,20,20.00,0
2,8801,9602,0.20,4,D,X,8,7.73,1
6,9402,9506,0.08,1,F,0,20,21.66,0
2,8702,9512,0.18,1,F,X,15,8.36,0
3,9102,9505,0.13,1,G,X,27,18.00,0
2,9510,9510,0.06,1,G,0,25,25.00,0
4,8608,9512,0.27,3,D,X,5,2.54,0
7,8610,9504,0.17,1,G,X,25,20.57,0
4,9104,9602,0.16,2,F,X,16,10.62,0
1,9502,9511,0.08,1,F,0,24,17.00,0
4,9210,9510,0.14,3,F,X,15,10.57,0
4,9310,9512,0.15,2,G,0,25,15.33,0
4,9009,9512,0.10,2,G,0,25,29.16,0
6,8811,9601,0.09,2,F,0,17,12.33,0
0,8801,9601,0.22,3,E,0,10,8.27,0
2,9310,9505,0.11,1,F,0,21,16.50,0
7,9601,9601,0.06,1,G,0,30,30.00,0
2,9203,9512,0.16,3,G,0,25,19.66,0
3,9407,9504,0.08,1,F,0,17,16.00,0
7,9311,9512,0.10,1,G,0,25,17.50,0
4,9210,9509,0.14,1,F,0,15,10.00,0
1,8909,9602,0.28,4,D,X,5,4.02,0
1,9104,9511,0.09,1,F,X,15,12.00,0
4,9105,9505,0.23,1,F,X,15,9.92,0
1,8707,9512,0.22,1,G,X,40,15.75,0
3,8802,9511,0.19,2,E,0,10,5.00,0
4,9102,9603,0.12,2,F,X,20,12.57,0
7,9412,9505,0.09,1,F,0,15,9.00,0
6,9401,9510,0.11,1,G,0,25,11.75,0
6,9309,9504,0.19,1,F,X,15,11.00,0
0,9410,9509,0.08,1,F,0,17,16.00,0
1,8610,9512,0.23,2,E,X,10,4.60,0
5,8809,9512,0.19,1,G,X,25,18.41,0
3,9009,9602,0.11,1,F,0,15,11.33,0
0,9501,9602,0.15,3,F,0,15,11.25,0
0,9209,9512,0.27,3,F,0,18,11.50,0
0,8805,9512,0.27,1,F,0,18,12.09,0
5,9601,9601,0.07,1,F,0,20,20.00,0
4,9410,9603,0.12,2,F,0,10,12.50,0
0,8712,9601,0.33,4,D,X,3,2.90,0
2,8801,9504,0.23,1,F,X,16,10.50,0
5,9410,9511,0.17,4,F,0,10,13.40,0
1,8607,9512,0.33,2,E,X,10,5.27,0
1,9103,9512,0.30,1,E,X,10,12.22,0
4,8801,9504,0.13,1,F,X,15,10.25,0
5,9407,9601,0.24,4,E,0,10,8.71,0
5,9601,9601,0.07,1,F,0,15,15.00,0
0,9103,9508,0.20,2,F,X,19,9.18,0
0,8910,9510,0.31,1,F,X,15,10.63,0
0,9509,9509,0.05,1,G,0,30,30.00,0
3,9506,9602,0.13,3,E,0,10,8.33,0
5,9509,9602,0.10,2,F,0,15,15.00,1
0,9601,9601,0.06,1,F,0,23,23.00,0
7,9002,9601,0.15,2,G,X,25,19.22,0
5,9004,9602,0.16,1,G,0,33,18.90,0
5,9004,9506,0.23,1,G,X,32,17.05,0
0,9002,9511,0.30,4,F,X,10,10.42,0
2,8608,9509,0.26,4,E,X,10,7.26,0
4,9102,9509,0.19,2,F,0,20,14.75,0
0,8910,9603,0.47,3,D,X,4,3.10,0
4,8909,9509,0.16,1,F,X,18,11.90,0
5,9003,9601,0.17,1,E,X,10,11.15,0
7,9108,9603,0.11,1,F,0,15,12.33,1
5,9111,9503,0.10,1,F,0,15,12.00,0
0,9507,9507,0.07,1,F,0,15,15.00,0
6,9101,9602,0.15,1,F,X,16,11.55,0
7,9309,9606,0.08,1,F,0,50,22.50,0
0,8802,9504,0.28,1,E,X,14,11.42,0
4,9411,9602,0.22,3,E,0,7,7.25,1
1,9202,9603,0.13,2,F,X,23,14.42,0
3,9012,9601,0.08,1,F,0,24,16.80,0
2,9303,9510,0.13,1,F,0,15,7.00,0
5,8710,9508,0.15,1,F,X,16,10.70,0
7,9210,9512,0.08,1,F,0,19,15.33,0
5,8611,9601,0.28,4,E,X,5,5.16,0
7,9002,9509,0.24,3,F,X,18,11.75,0
4,9309,9505,0.08,1,G,0,25,16.00,0
6,9112,9602,0.20,2,F,X,15,14.63,0
5,9010,9601,0.26,2,E,X,10,7.70,0
2,8801,9602,0.26,2,E,X,11,8.85,0
5,9511,9511,0.07,1,F,0,20,20.00,0
0,9009,9603,0.18,2,E,X,11,8.45,0
2,9102,9512,0.14,1,F,X,20,11.11,0
6,8901,9509,0.08,2,G,0,25,48.00,0
3,8901,9506,0.13,1,F,X,15,12.12,0
4,8909,9511,0.16,1,G,0,36,26.60,0
3,8702,9603,0.29,3,E,X,12,9.69,1
2,8609,9512,0.27,1,G,X,25,17.17,0
1,8801,9512,0.20,1,E,X,10,8.57,0
0,9501,9509,0.12,2,F,0,20,16.66,0
2,9401,9512,0.30,4,D,0,4,3.77,0
5,9503,9511,0.09,1,F,0,16,13.00,0
5,8909,9509,0.10,1,G,0,25,16.16,0
0,8910,9512,0.12,1,G,X,57,25.77,0
2,9501,9511,0.08,1,G,0,27,16.00,0
2,8910,9601,0.45,4,D,X,5,5.00,1
2,9003,9511,0.11,2,G,X,25,15.33,0
2,9209,9605,0.07,1,G,0,100,80.00,0
0,9602,9602,0.07,1,G,0,30,30.00,0
3,9504,9512,0.20,4,F,X,17,16.80,0
3,9004,9511,0.14,1,F,0,17,13.22,0
2,9402,9511,0.14,3,G,0,25,26.16,0
2,9402,9509,0.12,1,F,0,16,10.25,0
5,9110,9603,0.12,3,G,X,25,34.71,0
4,8901,9611,0.13,1,F,0,10,13.37,0
5,9501,9512,0.09,1,F,0,16,13.00,0
5,9410,9507,0.12,1,G,0,25,19.75,0
2,9103,9512,0.09,1,F,X,21,16.20,0
1,9011,9509,0.15,2,E,X,14,9.88,0
0,8708,9510,0.39,3,D,X,5,4.75,1
4,8810,9601,0.22,3,F,X,20,8.62,0
0,9104,9505,0.14,1,G,X,25,16.36,0
4,9310,9511,0.20,4,F,0,15,13.00,0
0,9009,9512,0.37,3,E,X,5,4.17,0
0,8610,9509,0.52,3,E,X,11,8.23,0
3,8609,9512,0.20,1,F,X,20,8.00,0
5,8610,9602,0.20,2,F,X,20,12.13,1
0,8610,9511,0.32,2,G,X,25,22.18,0
6,8809,9506,0.28,3,G,X,27,23.27,0
2,9201,9512,0.12,1,F,0,20,10.66,1
2,8608,9509,0.27,2,E,X,11,6.18,0
2,9501,9603,0.17,3,F,X,6,9.25,1
7,9407,9507,0.07,1,G,0,25,25.00,0
5,8809,9512,0.31,2,E,X,10,9.00,0
6,9210,9512,0.21,3,E,X,8,5.50,0
6,8810,9702,0.10,1,G,0,10,19.16,0
0,8609,9507,0.35,2,E,X,200,26.63,0
5,9411,9512,0.17,3,E,0,11,7.50,0
1,9402,9510,0.08,1,F,0,17,14.00,0
3,8610,9512,0.32,4,E,X,10,6.25,0
5,9510,9510,0.06,1,F,0,20,20.00,0
1,8611,9603,0.30,4,E,X,4,5.42,0
4,9111,9608,0.16,4,F,0,15,13.07,0
0,9410,9511,0.13,2,F,0,15,10.00,0
5,8812,9512,0.20,3,D,X,5,5.38,1
5,9501,9509,0.12,2,F,X,12,10.66,0
3,9210,9602,0.20,2,F,X,13,10.44,0
5,8809,9601,0.11,1,G,0,50,33.62,0
4,9409,9509,0.12,1,F,0,15,10.00,0
2,8903,9512,0.15,1,G,0,32,16.70,0
2,8705,9504,0.16,1,F,X,15,7.81,0
6,9501,9603,0.12,2,F,0,21,18.66,0
4,9201,9512,0.10,1,F,0,15,12.20,0
0,9002,9508,0.11,1,G,0,25,18.57,0
2,9506,9601,0.18,4,E,X,7,6.75,0
0,8609,9603,0.26,3,D,X,6,5.34,0
4,8805,9512,0.09,1,F,0,15,12.20,0
4,8612,9508,0.18,1,F,0,16,7.61,0
1,9202,9511,0.10,2,F,0,22,13.00,0
1,8912,9605,0.13,1,G,0,25,15.95,0
1,9403,9601,0.15,1,G,X,25,14.00,1
4,8612,9506,0.24,1,E,X,10,7.82,0
5,8811,9512,0.13,1,F,0,21,15.44,0
7,9601,9601,0.07,1,F,0,20,20.00,0
5,9309,9602,0.16,3,E,0,7,6.50,0
0,9506,9511,0.09,2,G,0,25,20.00,0
1,8712,9610,0.26,4,F,X,10,11.81,0
5,8801,9603,0.10,1,G,0,15,14.00,0
6,9210,9512,0.11,1,F,X,15,9.80,0
5,9408,9511,0.08,1,F,0,20,17.50,0
2,8608,9603,0.33,2,E,X,10,4.93,0
2,9506,9603,0.22,4,E,X,7,7.80,0
0,9411,9607,0.45,4,D,X,0,3.30,0
0,9203,9602,0.15,2,E,X,10,8.62,0
6,9111,9512,0.15,1,F,0,15,10.37,1
0,9409,9511,0.10,2,F,0,20,16.00,0
0,8912,9602,0.23,4,E,X,12,4.41,1
1,8703,9602,0.35,3,G,X,30,11.20,0
5,9510,9510,0.06,1,G,0,25,25.00,0
5,9402,9601,0.09,1,F,0,20,11.66,0
0,9406,9603,0.20,4,D,0,5,4.66,0
7,9502,9512,0.08,1,F,0,21,18.00,0
7,8611,9512,0.20,3,E,X,10,6.53,0
3,9210,9510,0.22,1,F,0,15,9.16,0
0,8809,9603,0.21,4,F,X,18,10.81,0
0,9309,9601,0.25,3,E,X,10,6.00,0
5,9011,9512,0.07,1,G,0,29,26.50,0
2,9411,9601,0.23,4,D,0,5,5.16,0
1,9301,9606,0.15,2,F,X,15,10.75,0
7,9006,9507,0.06,1,G,0,100,70.00,0
4,9003,9505,0.12,1,F,0,20,17.33,0
3,9405,9511,0.20,3,E,0,11,8.83,1
0,9103,9510,0.18,1,F,X,20,13.72,0
3,8809,9510,0.42,3,D,X,3,3.36,0
1,8910,9512,0.30,2,E,X,12,6.35,0
4,9501,9512,0.12,2,F,0,20,16.66,0
2,9012,9510,0.16,2,F,0,20,6.87,0
0,9508,9508,0.14,1,F,0,15,15.00,0
0,9511,9511,0.08,1,G,0,25,25.00,0
2,9510,9510,0.06,1,F,0,15,15.00,0
0,9003,9702,0.30,1,E,X,0,7.45,1
2,9411,9602,0.13,1,F,0,21,10.33,0
1,9004,9601,0.10,1,G,0,30,26.66,0
7,9001,9602,0.12,1,F,X,15,9.62,0
2,8706,9504,0.21,1,E,X,11,7.13,0
1,9402,9603,0.18,4,D,0,5,5.33,0
5,9506,9510,0.09,2,G,0,30,27.50,0
0,9101,9601,0.14,2,F,X,20,13.00,0
2,9601,9601,0.07,1,G,0,25,25.00,0
5,8801,9509,0.16,1,F,X,21,16.20,0
6,9304,9603,0.23,4,E,0,6,10.80,0
2,8611,9511,0.13,1,F,0,19,12.33,0
2,9111,9603,0.09,1,F,0,20,10.20,0
3,9101,9512,0.12,1,F,X,20,8.83,0
2,9201,9512,0.17,1,F,0,15,9.77,0
0,9512,9512,0.08,1,F,0,15,15.00,0
1,8612,9605,0.22,4,F,X,5,6.70,0
0,9507,9507,0.06,1,G,0,25,25.00,0
5,9601,9603,0.13,2,G,0,50,30.00,0
0,8811,9504,0.23,1,F,X,15,12.12,0
2,9211,9508,0.22,1,F,0,15,10.40,0
5,8903,9511,0.17,1,F,X,20,13.16,0
0,9111,9512,0.17,2,F,0,15,12.11,0
0,9012,9601,0.44,4,D,X,5,4.50,0
0,9507,9507,0.05,1,G,0,25,25.00,0
0,8703,9603,0.21,3,D,X,7,4.35,0
7,8608,9610,0.25,2,F,X,25,11.55,0
6,8608,9603,0.21,4,G,X,25,16.12,0
4,8610,9511,0.19,1,F,X,15,11.42,0
1,9410,9512,0.32,4,D,X,5,3.88,0
5,9502,9601,0.14,3,G,X,25,20.00,0
1,8912,9512,0.12,1,F,0,16,9.14,0
1,9301,9509,0.15,1,F,X,15,7.33,0
6,8611,9507,0.14,1,G,X,25,14.72,0
5,8802,9512,0.12,1,F,X,21,16.22,0
1,9104,9512,0.12,1,G,X,25,16.85,0
1,8810,9511,0.25,4,D,X,7,5.44,0
5,9410,9601,0.12,2,F,0,20,10.66,0
2,9301,9511,0.06,1,G,0,35,28.33,0
7,8609,9603,0.21,4,G,X,25,18.00,0
5,9410,9509,0.08,1,F,0,20,17.50,0
6,8612,9603,0.32,3,E,X,9,6.45,0
3,9109,9506,0.21,1,F,X,15,12.36,0
2,8911,9601,0.22,2,E,X,10,6.21,0
0,9603,9603,0.10,1,G,0,30,30.00,0
1,8708,9512,0.28,1,E,X,12,7.04,0
2,9602,9602,0.08,1,F,0,15,15.00,0
3,8809,9509,0.45,1,E,X,10,6.60,0
0,9407,9507,0.11,2,F,0,15,9.00,0
4,9410,9603,0.26,4,E,0,10,10.00,0
6,9601,9603,0.13,2,G,0,20,22.50,0
0,9401,9512,0.14,3,F,0,10,12.40,0
0,9301,9504,0.06,1,F,0,20,15.00,1
4,8910,9509,0.44,3,D,X,2,3.50,0
3,9103,9504,0.16,1,F,0,20,14.22,0
5,9007,9601,0.16,2,E,X,10,10.40,0
4,8709,9603,0.23,4,F,0,15,10.75,0
2,9102,9504,0.07,1,G,0,30,21.25,0
4,9102,9510,0.26,3,E,X,4,7.55,0
5,8610,9511,0.33,4,D,X,6,6.20,0
5,9001,9603,0.13,1,F,X,20,16.62,0
1,9406,9603,0.17,3,G,0,20,20.83,0
5,9310,9506,0.09,1,F,0,20,11.66,0
0,9401,9512,0.35,4,F,X,10,13.57,0
5,8804,9512,0.16,1,E,0,10,12.58,0
6,8801,9603,0.17,2,F,X,15,7.54,0
2,9202,9512,0.10,2,F,0,17,13.80,0
0,9201,9608,0.12,1,F,X,0,6.85,0
4,8609,9512,0.25,1,F,X,15,7.83,0
6,9302,9511,0.11,1,F,0,20,8.75,0
5,9002,9512,0.10,1,G,X,25,24.16,0
7,9202,9504,0.19,1,F,X,18,15.20,0
2,8611,9601,0.31,2,E,0,5,4.13,0
0,9003,9509,0.16,1,F,X,15,11.20,0
2,9005,9603,0.35,3,D,X,5,5.00,0
6,9310,9601,0.20,3,G,0,30,23.62,0
3,8905,9510,0.08,1,G,0,25,20.40,0
4,9109,9509,0.19,3,E,X,10,8.20,0
0,9601,9601,0.07,1,F,0,15,15.00,0
0,9401,9507,0.10,1,F,0,15,9.00,0
6,9409,9506,0.14,2,F,X,10,11.50,0
2,9410,9603,0.10,1,F,0,16,13.00,0
0,8610,9601,0.24,4,D,X,5,5.00,0
6,8608,9511,0.44,1,E,X,11,9.22,0
6,8809,9512,0.24,4,E,0,10,6.25,0
1,8704,9510,0.17,1,F,X,20,9.72,0
0,9507,9512,0.11,2,F,0,15,12.50,0
2,8701,9603,0.21,1,E,X,10,8.62,1
0,9210,9512,0.15,3,E,0,5,8.85,0
5,8705,9509,0.25,1,G,X,25,17.61,0
4,9502,9603,0.13,2,F,0,10,10.00,0
6,9411,9512,0.09,1,F,0,20,12.50,0
1,9301,9509,0.08,1,G,0,27,14.33,0
6,8811,9608,0.10,2,F,0,25,17.33,0
6,9507,9507,0.06,1,G,0,25,25.00,0
4,9101,9603,0.14,3,E,0,6,8.83,0
7,9512,9512,0.09,1,F,0,20,20.00,0
3,8702,9701,0.26,1,E,X,5,5.52,0
5,9509,9509,0.06,1,F,0,15,15.00,0
0,8809,9702,0.24,4,E,X,5,6.60,0
4,9310,9511,0.33,4,D,X,8,6.33,0
5,9302,9603,0.12,2,F,0,20,14.40,0
6,9009,9512,0.15,2,F,0,20,14.00,0
4,9202,9512,0.11,1,G,0,25,10.00,0
4,9102,9512,0.37,4,D,X,3,2.16,0
4,9602,9602,0.07,1,G,0,25,25.00,0
0,8809,9601,0.30,3,D,X,5,3.05,0
5,9102,9702,0.10,1,F,0,0,13.28,0
0,9409,9504,0.08,1,F,0,20,16.50,0
0,9401,9512,0.12,1,F,0,15,12.50,0
0,9502,9602,0.20,4,E,X,10,10.00,0
6,8809,9508,0.32,3,F,X,12,9.68,0
2,9409,9511,0.12,1,F,0,20,16.25,0
0,9510,9510,0.06,1,F,0,20,20.00,0
4,9401,9504,0.17,1,F,0,20,18.40,0
1,8608,9509,0.23,1,E,X,10,11.56,0
0,9508,9602,0.13,3,E,0,10,8.33,0
7,9001,9512,0.14,2,F,X,15,12.22,0
6,9103,9512,0.09,1,F,0,20,15.00,0
7,9104,9509,0.14,1,F,0,20,12.16,1
0,8911,9512,0.35,3,F,X,6,8.91,0
2,8701,9601,0.30,1,E,X,11,8.36,0
1,9411,9601,0.16,3,E,0,10,10.50,0
1,8704,9511,0.32,2,E,X,10,5.91,0
0,9004,9602,0.13,1,F,0,20,12.62,0
5,8702,9509,0.13,1,F,X,17,11.12,0
5,9004,9601,0.18,2,E,X,10,9.63,0
0,9510,9511,0.10,2,F,0,5,10.00,0
0,9210,9601,0.20,4,D,X,8,6.22,0
0,9411,9512,0.30,4,E,0,6,5.00,0
5,9501,9601,0.26,2,G,0,25,22.50,0
5,9509,9509,0.07,1,F,0,15,15.00,0
0,9102,9601,0.11,1,G,0,50,49.16,0
0,8612,9603,0.24,1,E,X,10,7.89,0
5,9502,9512,0.09,1,F,0,20,20.00,0
2,8911,9601,0.14,1,F,X,18,12.22,0
1,9502,9603,0.13,2,F,0,11,10.33,0
0,9401,9504,0.11,1,F,0,20,15.00,0
5,8610,9508,0.18,3,E,0,8,7.07,0
5,9310,9510,0.10,1,F,0,15,9.00,0
4,9103,9512,0.21,4,D,X,7,5.00,0
4,9202,9603,0.17,3,F,X,20,18.00,0
1,9101,9601,0.43,2,E,X,11,7.00,0
0,8805,9603,0.15,1,G,X,30,24.81,0
2,9102,9611,0.20,2,E,X,23,10.20,0
1,9601,9601,0.07,1,F,0,15,15.00,0
7,9002,9601,0.12,1,F,X,15,13.57,0
6,8808,9512,0.17,1,F,0,15,13.42,0
7,9502,9512,0.10,1,F,0,20,12.50,0
5,8902,9512,0.31,3,D,X,9,6.35,0
0,8609,9511,0.36,4,D,X,5,2.66,0
0,9505,9505,0.05,1,F,0,20,20.00,0
5,8609,9511,0.28,3,E,X,12,9.14,0
3,8612,9512,0.17,1,F,X,15,8.50,0
5,9309,9603,0.27,4,D,0,5,4.70,0
2,9409,9508,0.08,1,F,0,15,15.00,0
6,9603,9603,0.11,1,F,0,15,15.00,0
4,9004,9506,0.12,1,F,0,20,16.42,0
4,8612,9512,0.38,4,E,X,10,7.36,0
0,9401,9510,0.25,3,F,X,20,13.33,0
5,8809,9508,0.12,1,F,X,20,14.00,0
0,8809,9508,0.35,3,G,X,53,31.04,0
6,8809,9601,0.32,4,D,X,5,5.85,0
4,9510,9511,0.11,2,G,0,10,17.50,0
7,9110,9602,0.24,1,F,X,15,6.80,0
5,8704,9512,0.13,1,F,X,18,16.22,0
0,8802,9512,0.26,4,E,X,10,9.66,0
7,9202,9603,0.17,3,E,X,10,5.75,0
1,9312,9512,0.09,1,F,0,20,12.00,0
5,8907,9505,0.15,1,G,X,50,23.20,0
1,9109,9512,0.34,3,F,X,14,8.42,0
5,9301,9602,0.07,1,F,0,18,14.66,0
5,9401,9603,0.13,1,G,X,25,13.20,0
1,9207,9508,0.08,1,G,0,35,31.25,0
3,8609,9512,0.18,2,E,X,10,8.61,0
